"slc","ppe","egdd","esm","efm","eff","moistureDeduction","temperatureDeduction","basicClimateRating","springMoisture","fallMoisture","fallFrost","points","class"
999021,28.3,379,54.2,40.4,0,0,96.05,3.95,10,4.04,0,3.39542,"7H"
489020,-101.3,1513,50.3,26.5,0,0,8.69999999999999,91.3,10,2.65,0,79.75055,"2"
975004,-260.4,634,-16.4,-24.2,0,22.08,83.3,16.7,3.36,0,0,16.13888,"6AH"
418015,2.5,1126,57,63.3,0,0,47.4,52.6,10,6.33,0,44.01042,"4H"
284004,14.2,552,26.6,89,0,0,87.4,12.6,7.66,8.9,0,10.51344,"6H"
658008,-238.4,1342,-8.3,-0.3,0,17.68,25.8,74.2,4.17,0,0,71.10586,"2AH"
237001,-173.1,974,11.5,25.6,0,4.62,62.6,37.4,6.15,2.56,0,34.14246,"4H"
276017,-103.5,784,16.9,46.5,0,0,75.8,24.2,6.69,4.65,0,21.45572,"5H"
689004,-256.2,1353,-12.3,-5.6,0,21.24,24.7,75.3,3.77,0,0,72.46119,"2AH"
700005,-235.7,1390,-7,1.8,0,17.14,21,79,4.3,0.18,0,75.4608,"2AH"
285011,-45.4,775,26.4,80.2,0,0,76.25,23.75,7.64,8.02,0,20.03075,"5H"
109006,77,157,27.4,50.6,0,0,107.15,-7.15000000000001,7.74,5.06,0,-6.23480000000001,"7H"
303002,14.6,390,33.2,65.7,0,0,95.5,4.5,8.32,6.57,0,3.82995,"7H"
425027,-186,1848,20.8,20.1,0,7.2,0,92.8,7.08,2.01,0,84.36448,"1"
586015,-217.2,1314,-17.1,8.5,0,13.44,28.6,71.4,3.29,0.85,0,68.44404,"2H"
491007,-68.7,1355,56.6,28.8,0,0,24.5,75.5,10,2.88,0,65.7756,"2H"
407017,-177,1432,21.3,42.3,0,5.4,16.8,83.2,7.13,4.23,0,73.74848,"2H"
387006,-137.5,1258,9.4,47.3,0,0,34.2,65.8,5.94,4.73,0,58.77914,"3H"
418012,-53.2,1363,56.2,44.3,0,0,23.7,76.3,10,4.43,0,65.28991,"2H"
480005,7.8,1058,67,53.2,0,0,54.2,45.8,10,5.32,0,38.78344,"4H"
792003,-340.4,1724,-33.1,-36,0,38.08,0,61.92,1.69,0,0,60.873552,"2A"
532001,-0.7,1330,99.8,61.9,0,0,27,73,10,6.19,0,61.1813,"2H"
541055,-143.1,2117,31.6,15.5,0,0,0,101.38,8.16,1.55,0,91.536002,"1"
812008,-379.2,1661,-44.5,-43.2,0,45.84,0,54.16,0.55,0,0,53.86212,"3A"
985001,-105.5,818,9.9,36.5,0,0,74.1,25.9,5.99,3.65,0,23.40324,"5H"
851003,-232,1770,-9,-13.9,0,16.4,0,83.6,4.1,0,0,80.1724,"1A"
854001,-233,1700,-9.8,-18.7,0,16.6,0,83.4,4.02,0,0,80.04732,"1A"
946044,208,1214,153.4,183.6,0,0,38.6,61.4,10,10,0,49.12,"3H"
1013007,-95.1,764,12.8,37.2,0,0,76.8,23.2,6.28,3.72,0,20.88,"5H"
278005,-157.7,913,13.4,41.8,0,1.54,68.7,31.3,6.34,4.18,0,28.00724,"5H"
662004,-240.9,1387,-10.5,12,0,18.18,21.3,78.7,3.95,1.2,0,74.64695,"2AH"
238002,-251.9,1197,-0.8,17.2,0,20.38,40.3,59.7,4.92,1.72,0,55.73592,"3AH"
516029,37.1,1478,97.3,41.4,0,0,12.2,87.8,10,4.14,0,75.38508,"2"
502005,-156.7,1673,45,6.6,0,1.34,0,98.66,9.5,0.66,0,88.636144,"1"
910003,-179.1,646,1.5,43.1,0,5.82,82.7,17.3,5.15,4.31,0,15.66342,"6H"
901012,-157.8,646,2.4,34.7,0,1.56,82.7,17.3,5.24,3.47,0,15.79317,"6H"
970027,-133.9,904,2.3,31.9,0,0,69.6,30.4,5.23,3.19,0,27.84032,"5H"
955040,-203.5,1532,62.8,7.4,0,10.7,6.79999999999998,89.3,10,0.74,0,79.70918,"2"
717011,-242.5,1508,-10.7,2.4,0,18.5,9.19999999999999,81.5,3.93,0.24,0,78.10145,"2A"
963019,-117.6,652,9.2,54.8,0,0,82.4,17.6,5.92,5.48,0,15.5936,"6H"
293002,16.5,608,36.8,78.4,0,0,84.6,15.4,8.68,7.84,0,12.85592,"6H"
283001,-131.1,844,17.4,41.4,0,0,72.8,27.2,6.74,4.14,0,24.24064,"5H"
567003,-213.8,2159,30.4,4,0,12.76,0,87.24,8.04,0.4,0,79.876944,"2"
901010,-204.7,785,-3,28.5,0,10.94,75.75,24.25,4.7,2.85,0,22.419125,"5H"
982037,-253.3,1148,-22,-0.8,0,20.66,45.2,54.8,2.8,0,0,53.2656,"3AH"
598002,-187.9,1235,-14.5,3.7,0,7.58,36.5,63.5,3.55,0.37,0,61.0108,"2H"
504027,-131.6,1724,56.8,18.9,0,0,0,103.68,10,1.89,0,91.352448,"1"
662002,-227.5,1343,-9.2,16.2,0,15.5,25.7,74.3,4.08,1.62,0,70.0649,"2AH"
988002,-177.4,982,2.6,12.4,0,5.48,61.8,38.2,5.26,1.24,0,35.717,"4H"
177006,-85.3,494,12.6,31.2,0,0,90.3,9.7,6.26,3.12,0,8.79014,"7H"
727003,-193.2,1452,-21.4,-6.2,0,8.64,14.8,85.2,2.86,0,0,82.76328,"1"
397015,-109.5,1171,18.7,57.5,0,0,42.9,57.1,6.87,5.75,0,49.89398,"3H"
510004,-114.6,1711,68.4,25.9,0,0,0,107.08,10,2.59,0,93.598628,"1"
276029,-103.4,782,16.9,46.6,0,0,75.9,24.1,6.69,4.66,0,21.36465,"5H"
944035,-56.1,477,25.9,57.9,0,0,91.15,8.84999999999999,7.59,5.79,0,7.66586999999999,"7H"
358018,-228,1386,-8.7,19.8,0,15.6,21.4,78.6,4.13,1.98,0,73.79754,"2AH"
483010,-65.5,1796,37.4,31.2,0,0,0,116.9,8.74,3.12,0,103.03566,"1"
657011,-255.4,1349,-14.9,-5.2,0,21.08,25.1,74.9,3.51,0,0,72.27101,"2AH"
427007,55.6,719,45.1,95.9,0,0,79.05,20.95,9.51,9.59,0,16.94855,"6H"
925007,-198.8,1002,-9,27.7,0,9.76000000000001,59.8,40.2,4.1,2.77,0,37.43826,"4H"
976007,-248.9,1245,-28,-11.4,0,19.78,35.5,64.5,2.2,0,0,63.081,"2AH"
959011,-243.2,1974,23.6,-7.2,0,18.64,0,81.36,7.36,0,0,75.371904,"2A"
490006,-94.5,1520,42.1,30.5,0,0,8,92,9.21,3.05,0,80.7208,"1"
933019,117.3,310,23.3,56.8,0,0,99.5,0.5,7.33,5.68,0,0.43495,"7H"
127004,9.7,169,15.7,34.1,0,0,106.55,-6.55,6.57,3.41,0,-5.89631,"7H"
521008,-7,1390,94.1,59.3,0,0,21,79,10,5.93,0,66.4153,"2H"
637016,-179,1329,-11.7,24.6,0,5.8,27.1,72.9,3.83,2.46,0,68.31459,"2H"
113011,77,89,19.8,49.7,0,0,110.55,-10.55,6.98,4.97,0,-9.289275,"7H"
982055,-234.9,1185,-24.1,-5.7,0,16.98,41.5,58.5,2.59,0,0,56.98485,"3AH"
576010,-262.3,1316,-7.9,15,0,22.46,28.4,71.6,4.21,1.5,0,67.51164,"2AH"
345007,-155.8,1049,4.2,41.3,0,1.16,55.1,44.9,5.42,4.13,0,40.61205,"4H"
456003,29.7,902,62.6,60.6,0,0,69.8,30.2,10,6.06,0,25.34988,"5H"
987009,-103.5,720,17.6,28.2,0,0,79,21,6.76,2.82,0,18.9882,"6H"
961015,-26.3,474,40.8,108.8,0,0,91.3,8.7,9.08,10,0,7.04004,"7H"
1024002,-107.7,767,21,46,0,0,76.65,23.35,7.1,4.6,0,20.61805,"5H"
482034,-25.8,1491,46.2,33.3,0,0,10.9,89.1,9.62,3.33,0,77.56155,"2"
503029,-159.9,1708,45.4,7.5,0,1.98,0,98.02,9.54,0.75,0,87.933742,"1"
428031,-60.8,1027,26.9,72.2,0,0,57.3,42.7,7.69,7.22,0,36.33343,"4H"
1031029,-154.2,1189,14.5,45.9,0,0.839999999999996,41.1,58.9,6.45,4.59,0,52.39744,"3H"
482012,-40.4,1452,48.4,38.6,0,0,14.8,85.2,9.84,3.86,0,73.5276,"2"
247002,-201.8,1144,0.1,15.6,0,10.36,45.6,54.4,5.01,1.56,0,50.82592,"3H"
196001,-137.4,834,14.7,34.5,0,0,73.3,26.7,6.47,3.45,0,24.05136,"5H"
646009,-219,1310,-7.6,18.1,0,13.8,29,71,4.24,1.81,0,66.7045,"2H"
816003,-338.6,1688,-32.1,-35.7,0,37.72,0,62.28,1.79,0,0,61.165188,"2A"
487012,-94.4,1468,42.9,31,0,0,13.2,86.8,9.29,3.1,0,76.04548,"2"
265012,-86.5,578,14,37.6,0,0,86.1,13.9,6.4,3.76,0,12.48776,"6H"
982042,-250.9,1283,-25.2,1.4,0,20.18,31.7,68.3,2.48,0.14,0,66.51054,"2AH"
427005,41.6,746,43.2,92.5,0,0,77.7,22.3,9.32,9.25,0,18.15889,"6H"
407014,-169.5,1411,21.1,42.2,0,3.9,18.9,81.1,7.11,4.22,0,71.91137,"2H"
618024,-79.4,818,3,32.3,0,0,74.1,25.9,5.3,3.23,0,23.69073,"5H"
501016,-153,1661,45.7,6.1,0,0.600000000000001,0,99.4,9.57,0.61,0,89.28108,"1"
546006,-199.3,2083,26.7,13.9,0,9.86,0,90.14,7.67,1.39,0,81.973316,"1"
1009009,-159.7,723,26.6,-7.4,0,1.94,78.85,21.15,7.66,0,0,19.52991,"6H"
920007,-62.6,483,10.3,55.3,0,0,90.85,9.15000000000001,6.03,5.53,0,8.09226,"7H"
311005,36.4,639,52.7,68,0,0,83.05,16.95,10,6.8,0,14.1024,"6H"
901015,-222.8,773,-5.7,24.6,0,14.56,76.35,23.65,4.43,2.46,0,22.020515,"5H"
1012010,-246.1,1290,12.5,-29.1,0,19.22,31,69,6.25,0,0,64.6875,"2AH"
781004,-295.9,1467,-31,-26.9,0,29.18,13.3,70.82,1.9,0,0,69.47442,"2A"
923031,-57.4,373,13,63,0,0,96.35,3.65000000000001,6.3,6.3,0,3.19010000000001,"7H"
966033,-93.2,533,9.4,30.8,0,0,88.35,11.65,5.94,3.08,0,10.59917,"6H"
291003,3.3,538,30.6,74.3,0,0,88.1,11.9,8.06,7.43,0,10.05669,"6H"
948016,-65.6,885,72.3,54.3,0,0,70.75,29.25,10,5.43,0,24.736725,"5H"
258010,-102.6,582,11.9,31.8,0,0,85.9,14.1,6.19,3.18,0,12.77883,"6H"
1030044,-149.4,1188,14.1,47.3,0,0,41.2,58.8,6.41,4.73,0,52.24968,"3H"
813002,-339.8,1661,-30.8,-36.3,0,37.96,0,62.04,1.92,0,0,60.848832,"2A"
795004,-328.7,1754,-24.7,-40.2,0,35.74,0,64.26,2.53,0,0,62.634222,"2A"
503038,-152.5,1657,45.4,10.7,0,0.5,0,99.5,9.54,1.07,0,88.94305,"1"
758002,-270.8,1658,-18.9,-22.8,0,24.16,0,75.84,3.11,0,0,73.481376,"2A"
244017,-202.8,1380,-15.8,7,0,10.56,22,78,3.42,0.7,0,74.7864,"2H"
286006,-93.9,828,20,70.6,0,0,73.6,26.4,7,7.06,0,22.68816,"5H"
687011,-262.4,1358,-15.7,-16.8,0,22.48,24.2,75.8,3.43,0,0,73.20006,"2AH"
944037,-233.2,1135,-17.2,19.6,0,16.64,46.5,53.5,3.28,1.96,0,50.6966,"3AH"
487018,-96.4,1474,43.7,30.9,0,0,12.6,87.4,9.37,3.09,0,76.50996,"2"
756007,-266.4,1527,-15.3,-17,0,23.28,7.29999999999998,76.72,3.47,0,0,74.057816,"2A"
179005,-16.7,387,17.7,44.8,0,0,95.65,4.34999999999999,6.77,4.48,0,3.86062499999999,"7H"
983007,-117.4,331,24.4,10.3,0,0,98.45,1.55,7.44,1.03,0,1.418715,"7H"
591005,-179.1,1195,-14.7,7.7,0,5.82,40.5,59.5,3.53,0.77,0,56.9415,"3H"
822005,-329.6,1750,-31.5,-34.7,0,35.92,0,64.08,1.85,0,0,62.89452,"2A"
100006,27.9,144,17.5,37.3,0,0,107.8,-7.8,6.75,3.73,0,-6.98256,"7H"
918037,-200.6,739,0.1,45,0,10.12,78.05,21.95,5.01,4.5,0,19.862555,"6H"
659002,-216.6,1274,-4.2,8.8,0,13.32,32.6,67.4,4.58,0.88,0,63.71996,"2H"
946040,197.9,1261,136.8,174.7,0,0,33.9,66.1,10,10,0,52.88,"3H"
415005,-56.6,1362,35.3,53.7,0,0,23.8,76.2,8.53,5.37,0,65.6082,"2H"
375001,-203.8,1672,-6.2,5.9,0,10.76,0,89.24,4.38,0.59,0,84.804772,"1"
512004,-106.5,1761,74.9,21.1,0,0,0,108.7,10,2.11,0,95.53643,"1"
386008,-163.3,1315,5.2,37.8,0,2.66,28.5,71.5,5.52,3.78,0,64.8505,"2H"
279013,-124,965,12,49.2,0,0,63.5,36.5,6.2,4.92,0,32.4412,"4H"
175008,-67.6,447,15.1,37.5,0,0,92.65,7.34999999999999,6.51,3.75,0,6.59589,"7H"
745001,-276.3,1508,-11.7,-15.4,0,25.26,9.19999999999999,74.74,3.83,0,0,71.877458,"2A"
425014,-147.8,1768,28.8,28.5,0,0,0,100.44,7.88,2.85,0,89.662788,"1"
251006,-173.4,1000,2.6,21.2,0,4.68,60,40,5.26,2.12,0,37.048,"4H"
131001,34.2,179,22.6,45.1,0,0,106.05,-6.05,7.26,4.51,0,-5.337915,"7H"
970047,-102.2,796,8.4,34.3,0,0,75.2,24.8,5.84,3.43,0,22.50104,"5H"
455002,66.6,867,61.3,64.8,0,0,71.65,28.35,10,6.48,0,23.67792,"5H"
284014,-25.3,714,28.3,83.5,0,0,79.3,20.7,7.83,8.35,0,17.35074,"6H"
777003,-309.5,1441,-28.6,-32.2,0,31.9,15.9,68.1,2.14,0,0,66.64266,"2AH"
586002,-246.2,1309,-18.2,2.7,0,19.24,29.1,70.9,3.18,0.27,0,68.45395,"2AH"
386015,-74.1,1199,22.6,47.4,0,0,40.1,59.9,7.26,4.74,0,52.712,"3H"
548001,-185.7,2119,29.2,15.1,0,7.14,0,92.86,7.92,1.51,0,84.103302,"1"
980026,-149.6,701,1.6,20.9,0,0,79.95,20.05,5.16,2.09,0,18.596375,"6H"
458004,-57.8,1230,51,50,0,0,37,63,10,5,0,53.55,"3H"
266003,-103.7,582,12.7,32.2,0,0,85.9,14.1,6.27,3.22,0,12.76191,"6H"
828017,-361.2,1705,-28.1,-44,0,42.24,0,57.76,2.19,0,0,56.495056,"3A"
540057,-150.1,1930,31.3,25.4,0,0.0199999999999996,0,99.98,8.13,2.54,0,89.312134,"1"
983011,-135.4,341,20.7,1,0,0,97.95,2.05,7.07,0.1,0,1.903015,"7H"
918022,-100.8,402,10.4,54.7,0,0,94.9,5.09999999999999,6.04,5.47,0,4.51298999999999,"7H"
479021,-58.2,1403,55.1,45.6,0,0,19.7,80.3,10,4.56,0,68.60832,"2H"
1029005,-148.2,1069,17.5,44.3,0,0,53.1,46.9,6.75,4.43,0,41.65658,"4H"
1024012,-112,876,18.4,48.6,0,0,71.2,28.8,6.84,4.86,0,25.4304,"5H"
507011,-64.8,1576,67.5,33.8,0,0,2.39999999999998,97.6,10,3.38,0,84.54112,"1"
274005,-121.5,798,16.7,43.7,0,0,75.1,24.9,6.67,4.37,0,22.15104,"5H"
1012005,-272.7,1343,2,-26.5,0,24.54,25.7,74.3,5.2,0,0,70.4364,"2AH"
230005,-246.9,1138,4.7,17.8,0,19.38,46.2,53.8,5.47,1.78,0,49.8995,"3AH"
689007,-264.7,1370,-11.8,-8.5,0,22.94,23,77,3.82,0,0,74.0586,"2AH"
653005,-238.3,1316,-13.8,4,0,17.66,28.4,71.6,3.62,0.4,0,68.72168,"2AH"
915016,-51.4,298,25.2,78,0,0,100.1,-0.0999999999999943,7.52,7.8,0,-0.0846799999999952,"7H"
527008,-85.8,1587,69.6,27.8,0,0,1.29999999999998,98.7,10,2.78,0,86.08614,"1"
438014,-42.7,1248,59.8,54,0,0,35.2,64.8,10,5.4,0,54.8208,"3H"
959016,-95,1673,90.6,36.5,0,0,0,107.3,10,3.65,0,92.65355,"1"
973033,-134.1,614,27.3,36.2,0,0,84.3,15.7,7.73,3.62,0,13.91805,"6H"
793013,-333.9,1679,-26.3,-37.9,0,36.78,0,63.22,2.37,0,0,61.721686,"2A"
768002,-292,1504,-21.3,-26.3,0,28.4,9.59999999999999,71.6,2.87,0,0,69.54508,"2A"
911002,-191.1,705,-5.1,30.4,0,8.22,79.75,20.25,4.49,3.04,0,18.725175,"6H"
286005,-81.4,821,22.6,77.4,0,0,73.95,26.05,7.26,7.74,0,22.1425,"5H"
301010,17,578,40.8,75.6,0,0,86.1,13.9,9.08,7.56,0,11.58704,"6H"
829002,-363.9,1740,-33.5,-42.5,0,42.78,0,57.22,1.65,0,0,56.27587,"3A"
307006,57.5,427,50.3,71.2,0,0,93.65,6.34999999999999,10,7.12,0,5.26288,"7H"
967006,-151.4,819,-5.2,18.8,0,0.280000000000001,74.05,25.95,4.48,1.88,0,24.29958,"5H"
500013,-97.9,1579,59.7,17.1,0,0,2.09999999999999,97.9,10,1.71,0,86.43591,"1"
495012,-146.5,1678,43.8,15.3,0,0,0,100.7,9.38,1.53,0,89.71363,"1"
474014,80.4,1180,91.7,77.6,0,0,42,58,10,7.76,0,47.6992,"3H"
849009,-236.7,1783,-12.9,-15.5,0,17.34,0,82.66,3.71,0,0,79.593314,"2A"
959005,-81.8,1772,99.7,40.3,0,0,0,113.64,10,4.03,0,97.696308,"1"
109005,48.6,132,21.8,40.7,0,0,108.4,-8.40000000000001,7.18,4.07,0,-7.45500000000001,"7H"
1028022,-176.5,1173,12,37.1,0,5.3,42.7,57.3,6.2,3.71,0,51.62157,"3H"
919016,-141.2,696,1.9,47.3,0,0,80.2,19.8,5.19,4.73,0,17.83584,"6H"
946006,191.4,1152,179,205.8,0,0,44.8,55.2,10,10,0,44.16,"4H"
541009,-166.2,1996,32.9,20.4,0,3.23999999999999,0,96.76,8.29,2.04,0,86.764692,"1"
966025,-95.7,526,8.6,31.2,0,0,88.7,11.3,5.86,3.12,0,10.28526,"6H"
965021,-124.8,618,3.3,29,0,0,84.1,15.9,5.33,2.9,0,14.59143,"6H"
252025,-81,847,-0.6,23.6,0,0,72.65,27.35,4.94,2.36,0,25.35345,"5H"
766004,-225.7,1765,-9.4,-17.2,0,15.14,0,84.86,4.06,0,0,81.414684,"1A"
257003,-184.9,816,9,25.5,0,6.98,74.2,25.8,5.9,2.55,0,23.6199,"5H"
923096,-60,459,13.3,53.5,0,0,92.05,7.95,6.33,5.35,0,7.02144,"7H"
291001,-4.3,499,27.9,71.1,0,0,90.05,9.95,7.79,7.11,0,8.46745,"7H"
479007,-50.9,1271,52.2,49.1,0,0,32.9,67.1,10,4.91,0,57.09539,"3H"
685001,-257.8,1369,-18.6,-7.9,0,21.56,23.1,76.9,3.14,0,0,74.48534,"2AH"
290004,-5.5,593,24,82,0,0,85.35,14.65,7.4,8.2,0,12.3646,"6H"
466038,-28.3,1092,56.5,53.5,0,0,50.8,49.2,10,5.35,0,41.6478,"4H"
113010,63.3,114,20.1,47.3,0,0,109.3,-9.3,7.01,4.73,0,-8.20818,"7H"
621012,-85.1,943,-10.4,14.9,0,0,65.7,34.3,3.96,1.49,0,32.43065,"4H"
821003,-384,1711,-37.4,-47.4,0,46.8,0,53.2,1.26,0,0,52.52968,"3A"
463006,105.2,1032,84.1,79,0,0,56.8,43.2,10,7.9,0,35.4672,"4H"
733005,-251.2,1343,-10.7,-14,0,20.24,25.7,74.3,3.93,0,0,71.38001,"2AH"
540050,-130.4,1847,32.5,29.7,0,0,0,103.92,8.25,2.97,0,92.260176,"1"
991002,-227.8,1194,18.4,-18.9,0,15.56,40.6,59.4,6.84,0,0,55.33704,"3AH"
261019,-217.4,1061,6.3,28.1,0,13.48,53.9,46.1,5.63,2.81,0,42.20916,"4H"
393045,-163,1245,8,41.4,0,2.6,35.5,64.5,5.8,4.14,0,58.0887,"3H"
591039,-194,1186,-18.2,3.5,0,8.8,41.4,58.6,3.18,0.35,0,56.53142,"3H"
976005,-252.5,1165,-25.9,-15.5,0,20.5,43.5,56.5,2.41,0,0,55.13835,"3AH"
516014,41.4,1516,99.2,43.3,0,0,8.40000000000001,91.6,10,4.33,0,78.47372,"2"
263009,-247.5,1305,-1,25.6,0,19.5,29.5,70.5,4.9,2.56,0,65.2407,"2AH"
931007,-47.3,647,9.2,39.8,0,0,82.65,17.35,5.92,3.98,0,15.63235,"6H"
1031026,-145.3,1166,16.9,47.2,0,0,43.4,56.6,6.69,4.72,0,50.14194,"3H"
278007,-151.5,892,14.4,42.9,0,0.300000000000001,70.4,29.6,6.44,4.29,0,26.42392,"5H"
917014,-135.4,556,10.9,62.7,0,0,87.2,12.8,6.09,6.27,0,11.21792,"6H"
9593002,-234.4,1343,-20.4,-6.3,0,16.88,25.7,74.3,2.96,0,0,72.10072,"2AH"
285024,-66.1,801,24.2,77.8,0,0,74.95,25.05,7.42,7.78,0,21.2424,"5H"
314001,54.8,630,57.7,68.7,0,0,83.5,16.5,10,6.87,0,13.71645,"6H"
687010,-238.8,1280,-10.8,-10.1,0,17.76,32,68,3.92,0,0,65.3344,"2AH"
244016,-197.9,1341,-18.5,6,0,9.58,25.9,74.1,3.15,0.6,0,71.32125,"2H"
350002,-155.4,966,11.6,39.1,0,1.08,63.4,36.6,6.16,3.91,0,32.91438,"4H"
250004,-204.7,1091,-3.5,15.2,0,10.94,50.9,49.1,4.65,1.52,0,46.07053,"3H"
1028029,-199.5,1295,8,31.9,0,9.9,30.5,69.5,5.8,3.19,0,63.25195,"2H"
296006,27.2,686,41.9,84.2,0,0,80.7,19.3,9.19,8.42,0,15.90127,"6H"
441006,-98.4,1386,25.9,49.9,0,0,21.4,78.6,7.59,4.99,0,68.71212,"2H"
483003,-40.7,1652,40,34.2,0,0,0,105.2,9,3.42,0,92.13416,"1"
169008,-75.6,324,10.1,24.1,0,0,98.8,1.2,6.01,2.41,0,1.09896,"7H"
646008,-218.4,1313,-7.7,17.6,0,13.68,28.7,71.3,4.23,1.76,0,67.02913,"2H"
461012,52.7,1231,58.6,73.3,0,0,36.9,63.1,10,7.33,0,52.16477,"3H"
372018,-114.7,1262,11.1,49.7,0,0,33.8,66.2,6.11,4.97,0,58.86504,"3H"
244036,-180.1,1235,-16.5,7.7,0,6.02,36.5,63.5,3.35,0.77,0,60.8838,"2H"
658007,-236.1,1336,-7.4,1,0,17.22,26.4,73.6,4.26,0.1,0,70.39104,"2AH"
995017,-283.9,1114,-5.9,-25.8,0,26.78,48.6,51.4,4.41,0,0,49.13326,"3AH"
470014,-44,1213,67.8,51,0,0,38.7,61.3,10,5.1,0,52.0437,"3H"
705007,-273.7,1486,-8.9,-11.2,0,24.74,11.4,75.26,4.11,0,0,72.166814,"2A"
483004,-30.8,1615,41.7,35.5,0,0,0,101.5,9.17,3.55,0,88.5892,"1"
327004,31.7,776,51.1,74.5,0,0,76.2,23.8,10,7.45,0,19.6469,"6H"
917019,-117.9,523,14,67.7,0,0,88.85,11.15,6.4,6.77,0,9.68154500000001,"7H"
509002,-137.5,1730,55.1,21,0,0,0,102.5,10,2.1,0,90.0975,"1"
458002,-26.6,1177,52.2,58.7,0,0,42.3,57.7,10,5.87,0,48.54301,"3H"
386016,-106.7,1287,18.3,40.6,0,0,31.3,68.7,6.83,4.06,0,61.21857,"2H"
453002,75.6,771,64.1,67.5,0,0,76.45,23.55,10,6.75,0,19.605375,"6H"
244057,-215,1253,-18,-0.2,0,13,34.7,65.3,3.2,0,0,63.2104,"2H"
979002,-319.9,1191,-38.6,-36.1,0,33.98,40.9,59.1,1.14,0,0,58.42626,"3AH"
560001,-196.8,1871,27.8,1.8,0,9.36,0,90.64,7.78,0.18,0,83.425056,"1"
745007,-248,1433,-6.9,-5.5,0,19.6,16.7,80.4,4.31,0,0,76.93476,"2AH"
933009,-10.7,448,12.5,50,0,0,92.6,7.40000000000001,6.25,5,0,6.56750000000001,"7H"
553010,-206.1,1956,22.2,1.1,0,11.22,0,88.78,7.22,0.11,0,82.272426,"1"
920118,-209.5,991,-15.3,9.4,0,11.9,60.9,39.1,3.47,0.94,0,37.37569,"4H"
974039,-269.1,921,-30.7,-21.5,0,23.82,67.9,32.1,1.93,0,0,31.48047,"4AH"
832019,-347.7,1618,-30.5,-45.3,0,39.54,0,60.46,1.95,0,0,59.28103,"3A"
583005,-91.9,1023,-4.7,20.8,0,0,57.7,42.3,4.53,2.08,0,39.50397,"4H"
244004,-207.8,1392,-16.5,7,0,11.56,20.8,79.2,3.35,0.7,0,75.9924,"2H"
543012,-204.5,2051,23.9,12,0,10.9,0,89.1,7.39,1.2,0,81.44631,"1"
347038,-204.8,1313,-4.7,22.1,0,10.96,28.7,71.3,4.53,2.21,0,66.49438,"2H"
1013006,-176.3,1077,-7.2,24.5,0,5.26000000000001,52.3,47.7,4.28,2.45,0,44.48979,"4H"
945032,124.5,944,152.6,183.7,0,0,65.6,34.4,10,10,0,27.52,"5H"
401038,-112.1,1248,16.4,56.2,0,0,35.2,64.8,6.64,5.62,0,56.85552,"3H"
823001,-355.9,1645,-37.6,-40.5,0,41.18,0,58.82,1.24,0,0,58.090632,"3A"
463001,81.6,1125,74,72.3,0,0,47.5,52.5,10,7.23,0,43.45425,"4H"
618020,-117.4,920,-3,25.4,0,0,68,32,4.7,2.54,0,29.6832,"5H"
880001,-64,469,19.5,48.3,0,0,91.55,8.45,6.95,4.83,0,7.45459,"7H"
428038,-44.3,1038,29,76.6,0,0,56.2,43.8,7.9,7.66,0,36.98472,"4H"
285004,-13.7,742,30.4,86.3,0,0,77.9,22.1,8.04,8.63,0,18.41593,"6H"
591043,-225.8,1277,-21.9,-5.4,0,15.16,32.3,67.7,2.81,0,0,65.79763,"2AH"
825013,-345.5,1547,-28.9,-41.4,0,39.1,5.29999999999998,60.9,2.11,0,0,59.61501,"3A"
175006,-67.7,437,15,36.8,0,0,93.15,6.84999999999999,6.5,3.68,0,6.15267,"7H"
794004,-312.7,1735,-23.2,-36.5,0,32.54,0,67.46,2.68,0,0,65.652072,"2A"
176002,-73.7,436,14.1,34.3,0,0,93.2,6.8,6.41,3.43,0,6.13088,"7H"
587002,-257.7,1363,-19.7,0.9,0,21.54,23.7,76.3,3.03,0.09,0,73.91944,"2AH"
633023,-163.8,1206,-1.7,30.9,0,2.76000000000001,39.4,60.6,4.83,3.09,0,55.80048,"3H"
654010,-214.8,1280,-5.5,11.4,0,12.96,32,68,4.45,1.14,0,64.1988,"2H"
638006,-126.8,1236,-7.2,34,0,0,36.4,63.6,4.28,3.4,0,58.71552,"3H"
553002,-230.1,2140,27.2,6.9,0,16.02,0,83.98,7.72,0.69,0,76.917282,"2A"
591021,-192.9,1172,-13.3,1.7,0,8.58,42.8,57.2,3.67,0.17,0,55.00352,"3H"
102005,40,123,19,38.8,0,0,108.85,-8.84999999999999,6.9,3.88,0,-7.89596999999999,"7H"
920037,-148.5,737,-4.4,34.9,0,0,78.15,21.85,4.56,3.49,0,20.091075,"5H"
934011,14.5,574,11.8,42.3,0,0,86.3,13.7,6.18,4.23,0,12.27383,"6H"
502019,-158,1706,44.2,9.1,0,1.6,0,98.4,9.42,0.91,0,88.23528,"1"
896002,-277.7,1038,-18.5,11.5,0,25.54,56.2,43.8,3.15,1.15,0,41.9166,"4AH"
949014,-77.5,1607,76.4,44.8,0,0,0,100.7,10,4.48,0,86.11864,"1"
934028,-21.9,577,10.7,36.2,0,0,86.15,13.85,6.07,3.62,0,12.507935,"6H"
795002,-337.5,1698,-26.6,-38.4,0,37.5,0,62.5,2.34,0,0,61.0375,"2A"
621004,-66.2,982,-7.8,26,0,0,61.8,38.2,4.22,2.6,0,35.59476,"4H"
